split_id,seed,eps,label,n_models,n_pairs,mean_spearman,status
0,0,0.02,tree_approx,1,0,,insufficient_models
0,0,0.05,tree_approx,3,3,0.954248366013072,ok
0,0,0.1,tree_approx,10,45,0.8682461873638345,ok
0,0,0.2,tree_approx,17,136,0.8732879181084199,ok
0,0,0.3,tree_approx,18,153,0.8740067922593876,ok
0,1,0.02,tree_approx,1,0,,insufficient_models
0,1,0.05,tree_approx,4,6,0.8333333333333335,ok
0,1,0.1,tree_approx,8,28,0.8281687675070027,ok
0,1,0.2,tree_approx,18,153,0.8551038062283738,ok
0,1,0.3,tree_approx,19,171,0.8502321981424151,ok
0,2,0.02,tree_approx,2,1,0.8627450980392157,ok
0,2,0.05,tree_approx,7,21,0.7638888888888891,ok
0,2,0.1,tree_approx,14,91,0.8290508511096746,ok
0,2,0.2,tree_approx,19,171,0.8538011695906432,ok
0,2,0.3,tree_approx,19,171,0.8538011695906432,ok
1,0,0.02,tree_approx,2,1,0.8014705882352942,ok
1,0,0.05,tree_approx,3,3,0.8333333333333334,ok
1,0,0.1,tree_approx,11,55,0.7766934046345813,ok
1,0,0.2,tree_approx,19,171,0.8093968581584681,ok
1,0,0.3,tree_approx,19,171,0.8093968581584681,ok
1,1,0.02,tree_approx,2,1,0.823529411764706,ok
1,1,0.05,tree_approx,5,10,0.9085784313725492,ok
1,1,0.1,tree_approx,10,45,0.8214596949891069,ok
1,1,0.2,tree_approx,13,78,0.8310708898944196,ok
1,1,0.3,tree_approx,18,153,0.8286396257849546,ok
1,2,0.02,tree_approx,2,1,0.8602941176470589,ok
1,2,0.05,tree_approx,3,3,0.8431372549019609,ok
1,2,0.1,tree_approx,8,28,0.8526785714285715,ok
1,2,0.2,tree_approx,15,105,0.8084500466853408,ok
1,2,0.3,tree_approx,19,171,0.8176527921109964,ok
2,0,0.02,tree_approx,1,0,,insufficient_models
2,0,0.05,tree_approx,1,0,,insufficient_models
2,0,0.1,tree_approx,3,3,0.8878568971448227,ok
2,0,0.2,tree_approx,9,36,0.8762183235867447,ok
2,0,0.3,tree_approx,12,66,0.8676548769428027,ok
2,1,0.02,tree_approx,1,0,,insufficient_models
2,1,0.05,tree_approx,1,0,,insufficient_models
2,1,0.1,tree_approx,3,3,0.8864809081527348,ok
2,1,0.2,tree_approx,6,15,0.872721018231854,ok
2,1,0.3,tree_approx,10,45,0.8591904598096548,ok
2,2,0.05,tree_approx,1,0,,insufficient_models
2,2,0.1,tree_approx,1,0,,insufficient_models
2,2,0.2,tree_approx,7,21,0.8555211558307532,ok
2,2,0.3,tree_approx,7,21,0.8555211558307532,ok
