split_id,seed,eps,label,n_models,n_pairs,mean_spearman,status
0,0,0.02,tree_exact,1,0,,insufficient_models
0,0,0.05,tree_exact,3,3,0.954248366013072,ok
0,0,0.1,tree_exact,8,28,0.9131652661064426,ok
0,0,0.2,tree_exact,15,105,0.8983193277310925,ok
0,0,0.3,tree_exact,16,120,0.897201797385621,ok
0,1,0.02,tree_exact,1,0,,insufficient_models
0,1,0.05,tree_exact,3,3,0.8570261437908497,ok
0,1,0.1,tree_exact,6,15,0.8815359477124185,ok
0,1,0.2,tree_exact,16,120,0.87765522875817,ok
0,1,0.3,tree_exact,17,136,0.871683967704729,ok
0,2,0.02,tree_exact,2,1,0.8627450980392157,ok
0,2,0.05,tree_exact,5,10,0.8568627450980394,ok
0,2,0.1,tree_exact,12,66,0.8749628639334525,ok
0,2,0.2,tree_exact,17,136,0.888660611303345,ok
0,2,0.3,tree_exact,17,136,0.888660611303345,ok
1,0,0.02,tree_exact,2,1,0.8014705882352942,ok
1,0,0.05,tree_exact,3,3,0.8333333333333334,ok
1,0,0.1,tree_exact,9,36,0.860770697167756,ok
1,0,0.2,tree_exact,17,136,0.854779411764706,ok
1,0,0.3,tree_exact,17,136,0.854779411764706,ok
1,1,0.02,tree_exact,2,1,0.823529411764706,ok
1,1,0.05,tree_exact,5,10,0.9085784313725492,ok
1,1,0.1,tree_exact,9,36,0.9012799564270152,ok
1,1,0.2,tree_exact,11,55,0.8901515151515154,ok
1,1,0.3,tree_exact,16,120,0.8697916666666669,ok
1,2,0.02,tree_exact,2,1,0.8602941176470589,ok
1,2,0.05,tree_exact,3,3,0.8431372549019609,ok
1,2,0.1,tree_exact,8,28,0.8526785714285715,ok
1,2,0.2,tree_exact,13,78,0.8520927601809957,ok
1,2,0.3,tree_exact,17,136,0.8525627162629759,ok
2,0,0.02,tree_exact,1,0,,insufficient_models
2,0,0.05,tree_exact,1,0,,insufficient_models
2,0,0.1,tree_exact,3,3,0.8878568971448227,ok
2,0,0.2,tree_exact,9,36,0.8762183235867447,ok
2,0,0.3,tree_exact,11,55,0.8655408574913218,ok
2,1,0.02,tree_exact,1,0,,insufficient_models
2,1,0.05,tree_exact,1,0,,insufficient_models
2,1,0.1,tree_exact,3,3,0.8864809081527348,ok
2,1,0.2,tree_exact,6,15,0.872721018231854,ok
2,1,0.3,tree_exact,9,36,0.8658410732714139,ok
2,2,0.05,tree_exact,1,0,,insufficient_models
2,2,0.1,tree_exact,1,0,,insufficient_models
2,2,0.2,tree_exact,6,15,0.857172342621259,ok
2,2,0.3,tree_exact,6,15,0.857172342621259,ok
