split_id,seed,eps,label,n_models,n_pairs,mean_spearman,status
0,0,0.02,tree_exact,1,0,,insufficient_models
0,0,0.05,tree_exact,4,6,0.8607026143790852,ok
0,0,0.1,tree_exact,11,55,0.8820855614973263,ok
0,0,0.2,tree_exact,17,136,0.8575007208765859,ok
0,0,0.3,tree_exact,17,136,0.8575007208765859,ok
0,1,0.02,tree_exact,0,0,,insufficient_models
0,1,0.05,tree_exact,1,0,,insufficient_models
0,1,0.1,tree_exact,13,78,0.8429801407742585,ok
0,1,0.2,tree_exact,17,136,0.8288278546712805,ok
0,1,0.3,tree_exact,17,136,0.8288278546712805,ok
0,2,0.02,tree_exact,1,0,,insufficient_models
0,2,0.05,tree_exact,1,0,,insufficient_models
0,2,0.1,tree_exact,8,28,0.8588935574229691,ok
0,2,0.2,tree_exact,17,136,0.82862961361015,ok
0,2,0.3,tree_exact,17,136,0.82862961361015,ok
1,0,0.02,tree_exact,6,15,0.8243464052287582,ok
1,0,0.05,tree_exact,9,36,0.8249591503267975,ok
1,0,0.1,tree_exact,15,105,0.8281979458450047,ok
1,0,0.2,tree_exact,17,136,0.8221056805074971,ok
1,0,0.3,tree_exact,17,136,0.8221056805074971,ok
1,1,0.02,tree_exact,6,15,0.842156862745098,ok
1,1,0.05,tree_exact,8,28,0.8404236694677871,ok
1,1,0.1,tree_exact,15,105,0.8243230625583566,ok
1,1,0.2,tree_exact,17,136,0.8051831026528259,ok
1,1,0.3,tree_exact,17,136,0.8051831026528259,ok
1,2,0.02,tree_exact,1,0,,insufficient_models
1,2,0.05,tree_exact,7,21,0.8158263305322131,ok
1,2,0.1,tree_exact,15,105,0.7943977591036415,ok
1,2,0.2,tree_exact,17,136,0.7832864763552481,ok
1,2,0.3,tree_exact,17,136,0.7832864763552481,ok
2,0,0.02,tree_exact,4,6,0.9236326109391123,ok
2,0,0.05,tree_exact,10,45,0.8747850017199863,ok
2,0,0.1,tree_exact,15,105,0.844297017052435,ok
2,0,0.2,tree_exact,17,136,0.8382808231651793,ok
2,0,0.3,tree_exact,17,136,0.8382808231651793,ok
2,1,0.02,tree_exact,4,6,0.9084967320261438,ok
2,1,0.05,tree_exact,8,28,0.8509509066784607,ok
2,1,0.1,tree_exact,15,105,0.8087178731141579,ok
2,1,0.2,tree_exact,17,136,0.8131184362289806,ok
2,1,0.3,tree_exact,17,136,0.8131184362289806,ok
2,2,0.02,tree_exact,3,3,0.9346405228758169,ok
2,2,0.05,tree_exact,9,36,0.8434239192753124,ok
2,2,0.1,tree_exact,15,105,0.8434124527003782,ok
2,2,0.2,tree_exact,17,136,0.8315121714320403,ok
2,2,0.3,tree_exact,17,136,0.8315121714320403,ok
