split_id,seed,eps,label,n_models,n_pairs,mean_spearman,status
0,0,0.02,full_set,1,0,,insufficient_models
0,0,0.05,full_set,3,3,0.954248366013072,ok
0,0,0.1,full_set,10,45,0.8682461873638345,ok
0,0,0.2,full_set,17,136,0.8732879181084199,ok
0,0,0.3,full_set,19,171,0.8560280991436279,ok
0,1,0.02,full_set,1,0,,insufficient_models
0,1,0.05,full_set,4,6,0.8333333333333335,ok
0,1,0.1,full_set,8,28,0.8281687675070027,ok
0,1,0.2,full_set,18,153,0.8551038062283738,ok
0,1,0.3,full_set,20,190,0.8415621096083863,ok
0,2,0.02,full_set,2,1,0.8627450980392157,ok
0,2,0.05,full_set,7,21,0.7638888888888891,ok
0,2,0.1,full_set,14,91,0.8290508511096746,ok
0,2,0.2,full_set,19,171,0.8538011695906432,ok
0,2,0.3,full_set,20,190,0.8436478192384986,ok
1,0,0.02,full_set,3,3,0.6463708290333677,ok
1,0,0.05,full_set,4,6,0.7045063639490884,ok
1,0,0.1,full_set,12,66,0.7710854676798949,ok
1,0,0.2,full_set,20,190,0.8131769051110749,ok
1,0,0.3,full_set,20,190,0.8131769051110749,ok
1,1,0.02,full_set,3,3,0.7110423116615067,ok
1,1,0.05,full_set,6,15,0.823047815617475,ok
1,1,0.1,full_set,11,55,0.803546298902336,ok
1,1,0.2,full_set,14,91,0.8198664081017022,ok
1,1,0.3,full_set,19,171,0.8272651011774361,ok
1,2,0.02,full_set,3,3,0.7027863777089783,ok
1,2,0.05,full_set,4,6,0.7334021327829378,ok
1,2,0.1,full_set,9,36,0.8195734434124525,ok
1,2,0.2,full_set,16,120,0.8104059167526659,ok
1,2,0.3,full_set,20,190,0.8230405735701483,ok
2,0,0.02,full_set,1,0,,insufficient_models
2,0,0.05,full_set,1,0,,insufficient_models
2,0,0.1,full_set,4,6,0.6756105951152391,ok
2,0,0.2,full_set,10,45,0.7920421969957573,ok
2,0,0.3,full_set,13,78,0.7999788309385831,ok
2,1,0.02,full_set,1,0,,insufficient_models
2,1,0.05,full_set,2,1,0.5025799793601652,ok
2,1,0.1,full_set,4,6,0.6762985896112831,ok
2,1,0.2,full_set,7,21,0.7578259373925009,ok
2,1,0.3,full_set,11,55,0.7868843231072331,ok
2,2,0.05,full_set,1,0,,insufficient_models
2,2,0.1,full_set,1,0,,insufficient_models
2,2,0.2,full_set,7,21,0.8555211558307532,ok
2,2,0.3,full_set,7,21,0.8555211558307532,ok
